0_images_name,0_labels,1_images_name,1_labels,2_images_name,2_labels,3_images_name,3_labels,4_images_name,4_labels
ISIC_0024921,,ISIC_0025686,,ISIC_0028905,,ISIC_0027349,,ISIC_0034206,
ISIC_0031843,,ISIC_0024780,,ISIC_0028682,,ISIC_0027268,,ISIC_0034043,
ISIC_0025115,,ISIC_0028319,,ISIC_0027712,,ISIC_0024365,,ISIC_0032121,
ISIC_0025501,,ISIC_0026373,,ISIC_0026560,,ISIC_0026945,,ISIC_0032212,
ISIC_0029400,,ISIC_0030631,,ISIC_0030264,,ISIC_0024528,,ISIC_0033735,
ISIC_0026807,,ISIC_0024847,,ISIC_0031780,,ISIC_0031305,,ISIC_0033187,
ISIC_0028275,,ISIC_0024809,,ISIC_0031813,,ISIC_0025043,,ISIC_0032800,
ISIC_0030895,,ISIC_0030091,,ISIC_0029875,,ISIC_0026195,,ISIC_0032838,
ISIC_0027095,,ISIC_0027505,,ISIC_0026818,,ISIC_0031399,,ISIC_0032141,
ISIC_0030103,,ISIC_0026476,,ISIC_0027521,,ISIC_0025518,,ISIC_0033548,
ISIC_0029023,,ISIC_0031622,,ISIC_0028115,,ISIC_0025602,,ISIC_0032353,
ISIC_0030902,,ISIC_0025739,,ISIC_0030680,,ISIC_0028382,,ISIC_0032119,
ISIC_0030287,,ISIC_0026414,,ISIC_0030468,,ISIC_0029064,,ISIC_0032354,
ISIC_0027844,,ISIC_0028711,,ISIC_0028699,,ISIC_0028538,,ISIC_0032573,
ISIC_0024603,,ISIC_0029054,,ISIC_0028189,,ISIC_0027610,,ISIC_0033875,
ISIC_0026685,,ISIC_0028951,,ISIC_0026896,,ISIC_0025892,,ISIC_0034146,
ISIC_0028216,,ISIC_0027248,,ISIC_0027209,,ISIC_0032003,,ISIC_0033641,
ISIC_0031490,,ISIC_0027994,,ISIC_0027113,,ISIC_0025349,,ISIC_0032483,
ISIC_0025449,,ISIC_0030109,,ISIC_0030720,,ISIC_0024499,,ISIC_0032101,
ISIC_0030411,,ISIC_0030273,,ISIC_0032042,,ISIC_0029250,,ISIC_0032701,
ISIC_0025486,,ISIC_0026223,,ISIC_0024927,,ISIC_0029382,,ISIC_0033435,
ISIC_0025309,,ISIC_0027051,,ISIC_0028286,,ISIC_0029700,,ISIC_0032293,
ISIC_0028025,,ISIC_0027397,,ISIC_0031809,,ISIC_0025453,,ISIC_0034045,
ISIC_0025287,,ISIC_0028014,,ISIC_0025880,,ISIC_0030225,,ISIC_0033427,
ISIC_0028855,,ISIC_0025823,,ISIC_0027266,,ISIC_0027674,,ISIC_0033347,
ISIC_0028695,,ISIC_0025705,,ISIC_0029935,,ISIC_0030306,,ISIC_0033288,
ISIC_0027103,,ISIC_0025634,,ISIC_0024363,,ISIC_0025002,,ISIC_0032803,
ISIC_0026731,,ISIC_0026261,,ISIC_0031705,,ISIC_0026377,,ISIC_0033605,
ISIC_0025087,,ISIC_0026317,,ISIC_0026752,,ISIC_0030684,,ISIC_0032297,
ISIC_0031595,,ISIC_0026306,,ISIC_0031426,,ISIC_0026913,,ISIC_0032234,
ISIC_0025775,,ISIC_0029572,,ISIC_0028780,,ISIC_0026833,,ISIC_0032105,
ISIC_0025402,,ISIC_0025463,,ISIC_0030742,,ISIC_0031325,,ISIC_0032703,
ISIC_0029007,,ISIC_0028621,,ISIC_0029095,,ISIC_0028649,,ISIC_0033164,
ISIC_0030724,,ISIC_0028054,,ISIC_0029882,,ISIC_0026707,,ISIC_0032432,
ISIC_0029395,,ISIC_0031356,,ISIC_0025093,,ISIC_0029414,,ISIC_0033374,
ISIC_0029816,,ISIC_0029042,,ISIC_0024492,,ISIC_0028187,,ISIC_0032488,
ISIC_0031518,,ISIC_0031994,,ISIC_0024334,,ISIC_0025595,,ISIC_0033448,
ISIC_0026270,,ISIC_0028171,,ISIC_0025335,,ISIC_0031574,,ISIC_0032282,
ISIC_0026778,,ISIC_0031636,,ISIC_0028062,,ISIC_0031323,,ISIC_0033293,
ISIC_0030918,,ISIC_0026724,,ISIC_0029752,,ISIC_0030891,,ISIC_0033294,
ISIC_0031891,,ISIC_0031297,,ISIC_0028278,,ISIC_0025432,,ISIC_0033108,
ISIC_0030265,,ISIC_0029584,,ISIC_0025213,,ISIC_0030733,,ISIC_0034077,
ISIC_0026242,,ISIC_0031162,,ISIC_0027075,,ISIC_0028572,,ISIC_0032320,
ISIC_0031713,,ISIC_0029488,,ISIC_0031279,,ISIC_0029465,,ISIC_0033461,
ISIC_0025681,,ISIC_0025517,,ISIC_0028945,,ISIC_0025036,,ISIC_0032436,
ISIC_0028617,,ISIC_0030775,,ISIC_0028310,,ISIC_0030907,,ISIC_0032828,
ISIC_0029586,,ISIC_0030023,,ISIC_0027841,,ISIC_0028016,,ISIC_0032364,
ISIC_0028166,,ISIC_0027664,,ISIC_0026323,,ISIC_0026452,,ISIC_0033492,
ISIC_0026065,,ISIC_0025816,,ISIC_0029409,,ISIC_0024350,,ISIC_0032606,
ISIC_0029782,,ISIC_0029873,,ISIC_0029256,,ISIC_0029429,,ISIC_0032167,
ISIC_0029969,,ISIC_0031646,,ISIC_0030029,,ISIC_0026309,,ISIC_0032858,
ISIC_0024599,,ISIC_0025563,,ISIC_0028315,,ISIC_0031194,,ISIC_0033121,
ISIC_0030190,,ISIC_0029267,,ISIC_0025166,,ISIC_0024484,,ISIC_0033927,
ISIC_0030480,,ISIC_0028770,,ISIC_0028918,,ISIC_0024776,,ISIC_0034016,
ISIC_0028975,,ISIC_0031151,,ISIC_0025625,,ISIC_0030116,,ISIC_0032434,
ISIC_0025774,,ISIC_0030266,,ISIC_0026942,,ISIC_0028234,,ISIC_0033433,
ISIC_0027907,,ISIC_0026508,,ISIC_0028077,,ISIC_0027628,,ISIC_0033680,
ISIC_0030504,,ISIC_0025598,,ISIC_0031111,,ISIC_0026810,,ISIC_0033384,
ISIC_0026618,,ISIC_0027221,,ISIC_0030437,,ISIC_0026889,,ISIC_0033916,
ISIC_0028987,,ISIC_0024857,,ISIC_0031835,,ISIC_0027317,,ISIC_0033455,
ISIC_0024388,,ISIC_0029735,,ISIC_0027499,,ISIC_0030839,,ISIC_0032368,
ISIC_0027549,,ISIC_0030343,,ISIC_0029449,,ISIC_0031946,,ISIC_0033649,
ISIC_0031500,,ISIC_0028116,,ISIC_0030420,,ISIC_0026828,,ISIC_0032669,
ISIC_0029368,,ISIC_0027423,,ISIC_0028357,,ISIC_0030355,,ISIC_0032253,
ISIC_0024531,,ISIC_0030675,,ISIC_0024509,,ISIC_0027848,,ISIC_0034079,
ISIC_0027153,,ISIC_0027036,,ISIC_0029257,,ISIC_0029326,,ISIC_0033032,
ISIC_0027679,,ISIC_0028787,,ISIC_0028755,,ISIC_0028723,,ISIC_0032937,
ISIC_0025134,,ISIC_0029485,,ISIC_0027935,,ISIC_0028302,,ISIC_0032759,
ISIC_0028475,,ISIC_0029458,,ISIC_0026595,,ISIC_0028470,,ISIC_0033202,
ISIC_0026253,,ISIC_0026751,,ISIC_0029604,,ISIC_0029980,,ISIC_0032747,
ISIC_0027637,,ISIC_0025665,,ISIC_0028831,,ISIC_0029594,,ISIC_0032393,
ISIC_0030027,,ISIC_0031121,,ISIC_0026374,,ISIC_0030869,,ISIC_0033188,
ISIC_0030523,,ISIC_0031612,,ISIC_0029191,,ISIC_0029589,,ISIC_0033071,
ISIC_0027286,,ISIC_0031359,,ISIC_0027614,,ISIC_0025730,,ISIC_0032350,
ISIC_0024636,,ISIC_0027854,,ISIC_0028226,,ISIC_0024990,,ISIC_0032671,
ISIC_0024697,,ISIC_0029728,,ISIC_0025528,,ISIC_0029520,,ISIC_0033215,
ISIC_0024884,,ISIC_0024920,,ISIC_0026157,,ISIC_0027587,,ISIC_0033997,
ISIC_0027386,,ISIC_0030045,,ISIC_0029961,,ISIC_0028111,,ISIC_0034267,
ISIC_0030936,,ISIC_0025464,,ISIC_0031244,,ISIC_0026550,,ISIC_0032755,
ISIC_0025231,,ISIC_0025112,,ISIC_0031811,,ISIC_0030016,,ISIC_0032910,
ISIC_0027835,,ISIC_0025041,,ISIC_0030802,,ISIC_0024753,,ISIC_0033803,
ISIC_0024944,,ISIC_0026227,,ISIC_0028776,,ISIC_0031644,,ISIC_0033467,
ISIC_0025469,,ISIC_0030745,,ISIC_0030930,,ISIC_0026463,,ISIC_0033793,
ISIC_0028873,,ISIC_0029165,,ISIC_0030980,,ISIC_0029978,,ISIC_0034121,
ISIC_0029984,,ISIC_0030728,,ISIC_0026601,,ISIC_0030710,,ISIC_0034207,
ISIC_0027468,,ISIC_0030108,,ISIC_0031652,,ISIC_0026380,,ISIC_0032126,
ISIC_0026921,,ISIC_0030409,,ISIC_0027250,,ISIC_0031475,,ISIC_0032472,
ISIC_0030477,,ISIC_0028105,,ISIC_0027725,,ISIC_0031516,,ISIC_0032392,
ISIC_0025836,,ISIC_0027535,,ISIC_0032056,,ISIC_0032020,,ISIC_0034184,
ISIC_0030194,,ISIC_0025390,,ISIC_0031180,,ISIC_0030454,,ISIC_0033132,
ISIC_0030400,,ISIC_0026767,,ISIC_0031264,,ISIC_0026507,,ISIC_0033625,
ISIC_0027357,,ISIC_0028472,,ISIC_0030337,,ISIC_0032002,,ISIC_0032551,
ISIC_0030202,,ISIC_0024327,,ISIC_0028067,,ISIC_0027593,,ISIC_0032813,
ISIC_0028669,,ISIC_0031758,,ISIC_0024467,,ISIC_0024628,,ISIC_0032491,
ISIC_0028353,,ISIC_0027585,,ISIC_0027422,,ISIC_0031366,,ISIC_0034234,
ISIC_0030232,,ISIC_0031863,,ISIC_0028691,,ISIC_0027416,,ISIC_0032632,
ISIC_0025872,,ISIC_0026730,,ISIC_0024734,,ISIC_0024797,,ISIC_0033756,
ISIC_0027358,,ISIC_0030704,,ISIC_0029670,,ISIC_0025714,,ISIC_0032186,
ISIC_0029756,,ISIC_0024988,,ISIC_0027862,,ISIC_0030613,,ISIC_0033265,
ISIC_0026385,,ISIC_0025764,,ISIC_0031098,,ISIC_0026869,,ISIC_0033095,
ISIC_0026619,,ISIC_0031360,,ISIC_0030741,,ISIC_0024744,,ISIC_0032588,
ISIC_0027666,,ISIC_0029949,,ISIC_0025385,,ISIC_0026749,,ISIC_0032702,
ISIC_0024840,,ISIC_0026598,,ISIC_0028367,,ISIC_0029183,,ISIC_0032631,
ISIC_0027921,,ISIC_0029433,,ISIC_0025405,,ISIC_0030090,,ISIC_0032634,
ISIC_0024831,,ISIC_0030572,,ISIC_0031538,,ISIC_0024888,,ISIC_0033896,
ISIC_0028879,,ISIC_0030385,,ISIC_0029686,,ISIC_0032071,,ISIC_0034021,
ISIC_0025660,,ISIC_0031508,,ISIC_0031587,,ISIC_0028595,,ISIC_0032585,
ISIC_0027439,,ISIC_0025348,,ISIC_0031046,,ISIC_0031889,,ISIC_0033472,
ISIC_0028823,,ISIC_0024587,,ISIC_0027283,,ISIC_0025761,,ISIC_0034264,
ISIC_0027240,,ISIC_0026161,,ISIC_0028645,,ISIC_0026447,,ISIC_0032502,
ISIC_0030928,,ISIC_0031361,,ISIC_0030178,,ISIC_0028793,,ISIC_0033334,
ISIC_0024993,,ISIC_0027183,,ISIC_0029577,,ISIC_0029953,,ISIC_0032568,
ISIC_0025143,,ISIC_0027892,,ISIC_0030543,,ISIC_0025869,,ISIC_0034305,
ISIC_0027830,,ISIC_0027579,,ISIC_0030008,,ISIC_0026886,,ISIC_0033525,
ISIC_0025422,,ISIC_0031907,,ISIC_0026899,,ISIC_0028996,,ISIC_0032693,
ISIC_0025306,,ISIC_0025907,,ISIC_0031621,,ISIC_0031032,,ISIC_0032591,
ISIC_0025926,,ISIC_0030580,,ISIC_0027813,,ISIC_0025001,,ISIC_0032285,
ISIC_0028892,,ISIC_0029693,,ISIC_0024746,,ISIC_0031238,,ISIC_0032327,
ISIC_0031653,,ISIC_0030434,,ISIC_0029351,,ISIC_0028658,,ISIC_0032401,
ISIC_0027510,,ISIC_0028516,,ISIC_0031954,,ISIC_0026725,,ISIC_0033959,
ISIC_0031278,,ISIC_0026808,,ISIC_0032075,,ISIC_0026080,,ISIC_0033227,
ISIC_0031962,,ISIC_0024491,,ISIC_0027671,,ISIC_0027446,,ISIC_0032438,
ISIC_0025934,,ISIC_0029317,,ISIC_0026764,,ISIC_0025794,,ISIC_0033104,
ISIC_0027644,,ISIC_0030239,,ISIC_0024596,,ISIC_0025333,,ISIC_0032594,
ISIC_0028030,,ISIC_0024549,,ISIC_0025683,,ISIC_0026966,,ISIC_0034069,
ISIC_0031487,,ISIC_0025609,,ISIC_0029286,,ISIC_0029941,,ISIC_0033796,
ISIC_0029104,,ISIC_0031380,,ISIC_0025229,,ISIC_0030593,,ISIC_0032233,
ISIC_0029624,,ISIC_0028911,,ISIC_0026864,,ISIC_0024819,,ISIC_0034001,
ISIC_0027393,,ISIC_0025186,,ISIC_0024690,,ISIC_0031392,,ISIC_0033112,
ISIC_0025104,,ISIC_0024527,,ISIC_0029009,,ISIC_0028459,,ISIC_0032294,
ISIC_0029887,,ISIC_0025176,,ISIC_0024870,,ISIC_0027111,,ISIC_0033243,
ISIC_0029850,,ISIC_0030482,,ISIC_0025960,,ISIC_0029543,,ISIC_0033772,
ISIC_0029468,,ISIC_0024325,,ISIC_0027147,,ISIC_0029120,,ISIC_0032413,
ISIC_0028267,,ISIC_0025695,,ISIC_0025189,,ISIC_0026759,,ISIC_0033640,
ISIC_0024401,,ISIC_0025976,,ISIC_0025855,,ISIC_0028186,,ISIC_0033396,
ISIC_0031232,,ISIC_0031014,,ISIC_0032059,,ISIC_0027977,,ISIC_0032326,
ISIC_0027864,,ISIC_0028864,,ISIC_0030028,,ISIC_0031441,,ISIC_0033237,
ISIC_0028205,,ISIC_0031493,,ISIC_0025588,,ISIC_0025386,,ISIC_0032639,
ISIC_0025574,,ISIC_0030734,,ISIC_0028740,,ISIC_0027878,,ISIC_0032292,
ISIC_0031105,,ISIC_0030656,,ISIC_0031553,,ISIC_0029155,,ISIC_0033724,
ISIC_0031608,,ISIC_0025626,,ISIC_0031840,,ISIC_0024723,,ISIC_0033743,
ISIC_0025508,,ISIC_0030887,,ISIC_0028771,,ISIC_0029848,,ISIC_0032500,
ISIC_0029027,,ISIC_0028785,,ISIC_0028921,,ISIC_0031687,,ISIC_0032650,
ISIC_0031576,,ISIC_0031128,,ISIC_0029739,,ISIC_0027489,,ISIC_0033809,
ISIC_0027247,,ISIC_0026797,,ISIC_0029714,,ISIC_0024567,,ISIC_0033682,
ISIC_0025073,,ISIC_0026935,,ISIC_0031806,,ISIC_0031102,,ISIC_0032619,
ISIC_0031134,,ISIC_0026931,,ISIC_0029906,,ISIC_0026093,,ISIC_0033406,
ISIC_0030469,,ISIC_0027503,,ISIC_0031072,,ISIC_0028536,,ISIC_0033221,
ISIC_0031774,,ISIC_0025460,,ISIC_0031596,,ISIC_0026449,,ISIC_0032178,
ISIC_0027079,,ISIC_0026030,,ISIC_0031856,,ISIC_0028409,,ISIC_0033634,
ISIC_0029844,,ISIC_0030426,,ISIC_0027200,,ISIC_0025236,,ISIC_0032407,
ISIC_0027981,,ISIC_0025377,,ISIC_0029898,,ISIC_0029641,,ISIC_0032278,
ISIC_0031700,,ISIC_0030660,,ISIC_0026999,,ISIC_0029086,,ISIC_0033692,
ISIC_0031004,,ISIC_0024348,,ISIC_0026061,,ISIC_0030455,,ISIC_0032310,
ISIC_0031990,,ISIC_0029483,,ISIC_0024664,,ISIC_0026748,,ISIC_0033161,
ISIC_0026677,,ISIC_0029944,,ISIC_0024473,,ISIC_0029294,,ISIC_0034314,
ISIC_0024983,,ISIC_0027381,,ISIC_0029401,,ISIC_0031073,,ISIC_0033934,
ISIC_0028408,,ISIC_0025639,,ISIC_0024458,,ISIC_0029863,,ISIC_0034111,
ISIC_0027127,,ISIC_0028270,,ISIC_0026712,,ISIC_0031067,,ISIC_0033318,
ISIC_0025849,,ISIC_0028717,,ISIC_0030298,,ISIC_0029662,,ISIC_0032549,
ISIC_0027496,,ISIC_0024956,,ISIC_0028324,,ISIC_0031973,,ISIC_0033628,
ISIC_0029324,,ISIC_0030364,,ISIC_0031949,,ISIC_0029648,,ISIC_0033133,
ISIC_0026012,,ISIC_0026577,,ISIC_0026809,,ISIC_0028433,,ISIC_0034178,
ISIC_0027999,,ISIC_0024398,,ISIC_0028334,,ISIC_0031147,,ISIC_0033087,
ISIC_0025462,,ISIC_0031515,,ISIC_0030117,,ISIC_0028835,,ISIC_0033572,
ISIC_0029258,,ISIC_0027316,,ISIC_0026406,,ISIC_0027569,,ISIC_0033223,
ISIC_0025652,,ISIC_0025902,,ISIC_0029179,,ISIC_0024689,,ISIC_0032737,
ISIC_0031720,,ISIC_0025678,,ISIC_0026699,,ISIC_0031536,,ISIC_0033800,
ISIC_0028176,,ISIC_0028154,,ISIC_0028131,,ISIC_0027934,,ISIC_0033681,
ISIC_0029292,,ISIC_0027764,,ISIC_0030598,,ISIC_0024465,,ISIC_0034219,
ISIC_0031402,,ISIC_0028402,,ISIC_0029415,,ISIC_0027978,,ISIC_0033894,
ISIC_0026825,,ISIC_0026053,,ISIC_0031717,,ISIC_0031555,,ISIC_0032107,
ISIC_0031509,,ISIC_0026486,,ISIC_0030933,,ISIC_0031974,,ISIC_0032485,
ISIC_0029763,,ISIC_0026397,,ISIC_0027039,,ISIC_0029231,,ISIC_0032930,
ISIC_0030093,,ISIC_0031391,,ISIC_0027596,,ISIC_0027208,,ISIC_0032711,
ISIC_0026815,,ISIC_0031724,,ISIC_0029691,,ISIC_0025776,,ISIC_0032787,
ISIC_0028608,,ISIC_0029532,,ISIC_0027293,,ISIC_0028752,,ISIC_0033105,
ISIC_0026176,,ISIC_0029901,,ISIC_0028553,,ISIC_0027542,,ISIC_0032900,
ISIC_0026983,,ISIC_0025310,,ISIC_0029253,,ISIC_0028422,,ISIC_0032909,
ISIC_0027641,,ISIC_0026027,,ISIC_0026879,,ISIC_0030949,,ISIC_0032659,
ISIC_0029685,,ISIC_0028002,,ISIC_0031461,,ISIC_0024619,,ISIC_0032792,
ISIC_0029722,,ISIC_0026755,,ISIC_0030713,,ISIC_0028624,,ISIC_0033143,
ISIC_0025024,,ISIC_0029730,,ISIC_0028138,,ISIC_0031904,,ISIC_0033915,
ISIC_0027028,,ISIC_0031048,,ISIC_0025749,,ISIC_0025037,,ISIC_0032506,
ISIC_0028939,,ISIC_0031934,,ISIC_0027576,,ISIC_0030916,,ISIC_0034032,
ISIC_0026533,,ISIC_0025895,,ISIC_0029298,,ISIC_0026294,,ISIC_0034013,
ISIC_0025569,,ISIC_0027602,,ISIC_0029245,,ISIC_0025929,,ISIC_0033733,
ISIC_0030966,,ISIC_0028199,,ISIC_0027798,,ISIC_0024724,,ISIC_0032217,
ISIC_0025658,,ISIC_0030867,,ISIC_0026252,,ISIC_0030845,,ISIC_0032088,
ISIC_0027348,,ISIC_0025756,,ISIC_0027891,,ISIC_0028175,,ISIC_0033049,
ISIC_0029328,,ISIC_0031892,,ISIC_0027199,,ISIC_0025369,,ISIC_0032525,
ISIC_0030254,,ISIC_0029749,,ISIC_0029304,,ISIC_0027116,,ISIC_0033617,
ISIC_0024524,,ISIC_0025847,,ISIC_0029436,,ISIC_0032039,,ISIC_0033532,
ISIC_0027405,,ISIC_0027926,,ISIC_0028942,,ISIC_0031952,,ISIC_0033296,
ISIC_0029619,,ISIC_0029234,,ISIC_0028866,,ISIC_0024521,,ISIC_0034082,
ISIC_0026928,,ISIC_0025119,,ISIC_0030859,,ISIC_0032077,,ISIC_0032957,
ISIC_0028781,,ISIC_0029972,,ISIC_0026771,,ISIC_0029629,,ISIC_0033835,
ISIC_0024838,,ISIC_0031252,,ISIC_0029788,,ISIC_0026578,,ISIC_0033093,
ISIC_0025498,,ISIC_0029672,,ISIC_0028421,,ISIC_0028307,,ISIC_0032683,
ISIC_0027508,,ISIC_0029487,,ISIC_0028222,,ISIC_0029137,,ISIC_0032946,
ISIC_0029920,,ISIC_0026906,,ISIC_0025858,,ISIC_0027086,,ISIC_0033994,
ISIC_0026621,,ISIC_0027766,,ISIC_0027056,,ISIC_0024793,,ISIC_0033870,
ISIC_0028566,,ISIC_0029807,,ISIC_0025227,,ISIC_0027156,,ISIC_0033370,
ISIC_0026673,,ISIC_0030921,,ISIC_0029777,,ISIC_0024404,,ISIC_0033043,
ISIC_0028827,,ISIC_0028530,,ISIC_0028533,,ISIC_0029153,,ISIC_0033119,
ISIC_0029369,,ISIC_0027376,,ISIC_0024862,,ISIC_0027112,,ISIC_0033082,
ISIC_0028007,,ISIC_0027890,,ISIC_0028371,,ISIC_0026404,,ISIC_0034027,
ISIC_0027497,,ISIC_0031001,,ISIC_0030431,,ISIC_0026284,,ISIC_0033918,
ISIC_0026698,,ISIC_0024891,,ISIC_0029050,,ISIC_0028064,,ISIC_0032493,
ISIC_0024364,,ISIC_0031260,,ISIC_0029531,,ISIC_0025116,,ISIC_0032663,
ISIC_0024837,,ISIC_0031661,,ISIC_0028246,,ISIC_0031785,,ISIC_0032184,
ISIC_0026563,,ISIC_0026700,,ISIC_0029921,,ISIC_0025455,,ISIC_0032924,
ISIC_0030075,,ISIC_0029169,,ISIC_0029236,,ISIC_0030474,,ISIC_0032311,
ISIC_0030962,,ISIC_0027012,,ISIC_0031290,,ISIC_0030270,,ISIC_0034158,
ISIC_0025344,,ISIC_0026820,,ISIC_0024616,,ISIC_0028684,,ISIC_0032301,
ISIC_0026339,,ISIC_0028196,,ISIC_0031575,,ISIC_0027278,,ISIC_0033283,
ISIC_0026464,,ISIC_0029303,,ISIC_0027483,,ISIC_0026057,,ISIC_0032464,
ISIC_0024882,,ISIC_0028809,,ISIC_0031152,,ISIC_0030097,,ISIC_0033516,
ISIC_0028477,,ISIC_0030074,,ISIC_0030293,,ISIC_0029290,,ISIC_0033664,
ISIC_0027728,,ISIC_0025619,,ISIC_0031314,,ISIC_0031231,,ISIC_0034293,
ISIC_0028625,,ISIC_0025487,,ISIC_0029426,,ISIC_0030989,,ISIC_0033039,
ISIC_0030529,,ISIC_0028853,,ISIC_0031733,,ISIC_0029274,,ISIC_0032824,
ISIC_0024429,,ISIC_0032078,,ISIC_0024934,,ISIC_0026711,,ISIC_0032558,
ISIC_0030052,,ISIC_0026302,,ISIC_0031302,,ISIC_0030345,,ISIC_0032357,
ISIC_0025217,,ISIC_0026682,,ISIC_0027477,,ISIC_0025545,,ISIC_0032762,
ISIC_0026408,,ISIC_0029164,,ISIC_0024856,,ISIC_0024727,,ISIC_0033867,
ISIC_0028152,,ISIC_0026540,,ISIC_0031501,,ISIC_0029482,,ISIC_0032933,
ISIC_0029733,,ISIC_0029590,,ISIC_0027645,,ISIC_0029694,,ISIC_0032848,
ISIC_0027661,,ISIC_0029903,,ISIC_0030884,,ISIC_0026400,,ISIC_0033128,
ISIC_0026633,,ISIC_0026806,,ISIC_0027944,,ISIC_0027716,,ISIC_0033148,
ISIC_0024513,,ISIC_0025008,,ISIC_0029225,,ISIC_0030674,,ISIC_0033481,
ISIC_0026734,,ISIC_0026169,,ISIC_0025261,,ISIC_0025675,,ISIC_0034279,
ISIC_0028271,,ISIC_0032009,,ISIC_0029124,,ISIC_0029445,,ISIC_0033338,
ISIC_0024682,,ISIC_0024692,,ISIC_0031523,,ISIC_0029964,,ISIC_0033906,
ISIC_0028312,,ISIC_0029846,,ISIC_0025551,,ISIC_0029550,,ISIC_0033451,
ISIC_0025263,,ISIC_0029336,,ISIC_0029093,,ISIC_0028149,,ISIC_0032512,
ISIC_0031010,,ISIC_0028170,,ISIC_0027799,,ISIC_0028870,,ISIC_0032575,
ISIC_0030537,,ISIC_0031848,,ISIC_0032018,,ISIC_0025379,,ISIC_0033155,
ISIC_0027597,,ISIC_0031282,,ISIC_0030386,,ISIC_0030327,,ISIC_0033331,
ISIC_0027582,,ISIC_0025786,,ISIC_0026432,,ISIC_0029597,,ISIC_0032753,
ISIC_0026535,,ISIC_0030788,,ISIC_0030792,,ISIC_0029491,,ISIC_0032444,
ISIC_0027415,,ISIC_0024941,,ISIC_0027052,,ISIC_0027947,,ISIC_0033035,
ISIC_0027408,,ISIC_0027176,,ISIC_0025741,,ISIC_0026469,,ISIC_0032899,
ISIC_0029716,,ISIC_0032037,,ISIC_0027653,,ISIC_0030285,,ISIC_0033585,
ISIC_0024879,,ISIC_0024366,,ISIC_0026762,,ISIC_0025536,,ISIC_0032431,
ISIC_0032047,,ISIC_0025272,,ISIC_0029451,,ISIC_0026585,,ISIC_0032859,
ISIC_0030149,,ISIC_0027108,,ISIC_0031209,,ISIC_0024518,,ISIC_0032934,
ISIC_0024791,,ISIC_0031535,,ISIC_0030634,,ISIC_0024543,,ISIC_0032939,
ISIC_0025341,,ISIC_0028426,,ISIC_0027809,,ISIC_0028042,,ISIC_0034090,
ISIC_0024483,,ISIC_0031433,,ISIC_0027460,,ISIC_0024889,,ISIC_0033090,
ISIC_0025361,,ISIC_0025999,,ISIC_0025152,,ISIC_0024501,,ISIC_0033686,
ISIC_0029835,,ISIC_0025420,,ISIC_0031867,,ISIC_0025255,,ISIC_0033939,
ISIC_0026033,,ISIC_0027410,,ISIC_0031425,,ISIC_0030622,,ISIC_0033249,
ISIC_0026529,,ISIC_0025877,,ISIC_0028182,,ISIC_0025965,,ISIC_0033385,
ISIC_0024783,,ISIC_0031683,,ISIC_0030693,,ISIC_0030945,,ISIC_0032205,
ISIC_0026914,,ISIC_0028868,,ISIC_0031275,,ISIC_0026800,,ISIC_0032191,
ISIC_0030955,,ISIC_0029138,,ISIC_0028443,,ISIC_0030483,,ISIC_0033719,
ISIC_0029587,,ISIC_0025225,,ISIC_0026140,,ISIC_0025983,,ISIC_0032731,
ISIC_0029490,,ISIC_0024907,,ISIC_0025051,,ISIC_0024342,,ISIC_0032090,
ISIC_0027557,,ISIC_0027389,,ISIC_0025747,,ISIC_0028639,,ISIC_0033599,
ISIC_0026483,,ISIC_0029703,,ISIC_0028239,,ISIC_0031588,,ISIC_0033998,
ISIC_0029112,,ISIC_0030331,,ISIC_0029579,,ISIC_0028993,,ISIC_0033954,
ISIC_0031660,,ISIC_0024512,,ISIC_0024903,,ISIC_0031204,,ISIC_0032281,
ISIC_0025998,,ISIC_0025511,,ISIC_0025735,,ISIC_0029109,,ISIC_0033506,
ISIC_0028837,,ISIC_0029498,,ISIC_0030686,,ISIC_0028208,,ISIC_0033330,
ISIC_0029196,,ISIC_0029476,,ISIC_0025065,,ISIC_0031991,,ISIC_0032620,
ISIC_0029090,,ISIC_0026034,,ISIC_0025888,,ISIC_0026215,,ISIC_0034171,
ISIC_0025208,,ISIC_0025007,,ISIC_0028203,,ISIC_0028697,,ISIC_0033876,
ISIC_0025243,,ISIC_0025958,,ISIC_0024660,,ISIC_0028713,,ISIC_0034139,
ISIC_0032001,,ISIC_0030748,,ISIC_0030024,,ISIC_0031739,,ISIC_0032742,
ISIC_0029895,,ISIC_0025860,,ISIC_0026366,,ISIC_0029797,,ISIC_0033746,
ISIC_0025028,,ISIC_0025138,,ISIC_0027871,,ISIC_0027842,,ISIC_0032477,
ISIC_0025101,,ISIC_0027347,,ISIC_0028047,,ISIC_0026472,,ISIC_0032305,
ISIC_0031906,,ISIC_0029471,,ISIC_0026333,,ISIC_0026478,,ISIC_0033094,
ISIC_0029160,,ISIC_0030199,,ISIC_0024353,,ISIC_0031773,,ISIC_0032578,
ISIC_0025342,,ISIC_0024750,,ISIC_0026293,,ISIC_0031768,,ISIC_0032515,
ISIC_0030647,,ISIC_0031524,,ISIC_0029656,,ISIC_0028012,,ISIC_0033398,
ISIC_0031623,,ISIC_0029542,,ISIC_0027048,,ISIC_0027741,,ISIC_0032964,
